Unnamed: 0,S1,P10,C1,C2,C3
249,0.3030982791870642,0.2127558760683761,0.1780199310783981,0.1861807993317656,0.1696970418461137
250,0.2728863917321861,0.2185819088319088,0.1876286327099992,0.184070734012377,0.1752364549408046
251,0.2512530287296642,0.2278121438746438,0.1991938407347644,0.1845090982787223,0.1833081552364195
252,0.2347352272165356,0.236991631054131,0.2099896069775085,0.1869884122874041,0.1911963119194194
253,0.220970009395243,0.2464383903133903,0.2197542868809516,0.1905601219462971,0.1987264245032178
254,0.2089292389853137,0.2561025641025641,0.2254862065374629,0.1951981394871663,0.2043592527583749
255,0.1995314493398605,0.2673947649572649,0.2292402934127732,0.2035785396326538,0.2095408597292284
256,0.1902262522869999,0.2781112891737892,0.2281572819986713,0.2126152494182882,0.2120552880868711
257,0.1819647678385996,0.2863632478632478,0.2295058801875885,0.2230177148945133,0.2147417167578211
258,0.1758980863373386,0.293985576923077,0.2347268192165277,0.2357911257940115,0.2202696041929669
259,0.1752780744696632,0.3025587606837607,0.2431152273828705,0.2472624057134203,0.227510599336046
260,0.1742921426098996,0.3119298433048433,0.2457259670393548,0.2562379295162817,0.2323165378093616
261,0.174592889284478,0.3209008190883191,0.2395006860008022,0.2646415032813825,0.2318535000808481
262,0.1779351233743757,0.3249136396011396,0.2285883073270304,0.274762956975883,0.22711625382107
263,0.1833166196904514,0.3256157407407408,0.2169773202833713,0.2857068550229305,0.2192092630632675
264,0.1916544034020669,0.3222743945868945,0.2041675051760075,0.2935279921479463,0.2107248944081279
265,0.1987721900806013,0.315707621082621,0.1945781462383147,0.298172282318439,0.2033142139589573
266,0.2066144241704989,0.3095297364672364,0.1881745986825629,0.3025096419520381,0.1997351265096832
267,0.2144566582603966,0.3060281339031339,0.181286676292542,0.3059577636710409,0.1961451005505082
268,0.2227248182762201,0.3047857905982906,0.1688785889545199,0.3098143918597546,0.1892929076941393
269,0.2307314938436434,0.2991063034188035,0.1474558574756944,0.3100676109230122,0.1748549325330387
270,0.2392566879295851,0.2866007834757835,0.1214807518698022,0.3082519793016706,0.1565704922440265
271,0.2470781783118232,0.2687184829059829,0.0940602601167733,0.3026907554799167,0.1366246803499004
272,0.2532004153686397,0.248292735042735,0.0706618108479708,0.2937698257564798,0.1187265458023911
273,0.2575774613064333,0.2266310541310542,0.0514084188832505,0.28282658026002,0.1037876587445531
274,0.2626996983632498,0.2060418447293447,0.0390166872339277,0.2685995893118209,0.0924169944955838
275,0.2696137813380804,0.1869172008547008,0.0303290132006057,0.2537268556755686,0.0836755536636146
276,0.2752085991198141,0.1686492165242165,0.0219172176357419,0.2367797340210641,0.0731893548925512
277,0.2778241606092074,0.1525664173789173,0.0161011258700497,0.2199880058165889,0.0643630450028859
278,0.2762663798645107,0.1371518874643874,0.0132261083567711,0.2036209113283653,0.0579047709896457
279,0.2711834050338723,0.1220489672364672,0.0117952642101349,0.1854873531187982,0.0530888036898441
280,0.2642345102111457,0.1072439458689458,0.010298001954099,0.1654292168305468,0.0474655740589062
281,0.2578715324135885,0.0922029914529914,0.0065639317573252,0.1427919345973947,0.0387624271161565
282,0.2521285664837067,0.0779446225071225,0.0026178305569023,0.1198401459929343,0.0300064739093759
283,0.2484804183355585,0.0662788461538461,0.0002946556941525,0.1006779598225996,0.0234695478246509
284,0.2471241161054245,0.0572426994301994,-0.0009818840345966,0.0859081234356833,0.0192056062052237
285,0.2445455916530683,0.048985933048433,-0.0009776349716717,0.0744737425872766,0.0161951020938812
286,0.2365300153290807,0.0418080484330484,0.0003936568440719,0.0638120094680378,0.0134701239185848
287,0.2189173960342184,0.0342042378917378,-0.0004176501651504,0.0528142317678915,0.0103761596037665
288,0.1950618108094743,0.0286978276353276,-0.002826317428597,0.0428473256584979,0.0070557418820254
289,0.1711462196508925,0.0254643874643874,-0.0034470223698832,0.0371852526262673,0.0052475334840838
290,0.1508069277555258,0.0228066239316239,-0.0026583917657507,0.0327784675574982,0.0042763106131135
291,0.1371061662463532,0.0194531695156695,-0.0009383828715153,0.029019348079562,0.0034083289232692
292,0.1304839291895366,0.016670584045584,-0.0006558398569183,0.0249531195430575,0.0025688538019421
293,0.1268868862186619,0.0152414529914529,-0.0004577569363981,0.0216560581296708,0.0025569366400877
294,0.1192690995401275,0.01346047008547,-0.0018586124952014,0.0177648098045102,0.0014620713410538
295,0.1073275972902141,0.0123630698005697,-0.0020645658344755,0.0146515096155827,0.0002690144986685
296,0.0898794194728774,0.0101038105413105,-0.002142840153589,0.0118735764651275,-0.0013835625470398
297,0.0711534638777629,0.0095603632478632,-0.0023280222053398,0.0098684289013108,-0.0020361334779389
298,0.0524993571675814,0.0087624643874643,-0.0011914103651389,0.0087933029942562,-0.0016904683819771
299,0.0355393363991494,0.0071497507122507,-0.0022830948121002,0.0061150349039968,-0.0019571568227885
300,0.0237319141571478,0.0061851851851851,-0.0021351550014912,0.0050839255695834,-0.0020994480496039
301,0.0151304208079909,0.0049243233618233,-0.0021484979426566,0.0034596727838302,-0.0023470574893967
302,0.0094778222815605,0.0051063034188034,-0.0026962433799841,0.0024883333946143,-0.0027899003072182
303,0.0068555852247441,0.0056618589743589,-0.0001532378430428,0.0034921080819739,-0.000454787628992
304,0.0042215052168323,0.0073607549857549,0.0028998597270907,0.0050362040592013,0.0021594136634674
305,0.0010896503980616,0.0068961894586894,0.0037337639325311,0.0048363692612019,0.0020133950447965
306,-0.0033733125649013,0.0054316239316239,0.0031211483825808,0.0030359146687648,0.0010720875965638
307,-0.0050192355239084,0.0046152065527065,0.0026971079004751,0.0021655304763273,-0.0001398595503569
308,-0.0043385007170053,0.004633725071225,0.004216250146306,0.0027357069755058,0.0007130295658835
309,-0.0031162784947831,0.0061844729344729,0.0054123490380553,0.0045470595064954,0.0021508288607398
310,-0.0027503585026949,0.0077199074074074,0.004713786877472,0.0051039966320232,0.0020249348136847
